"","X","workerid","complete_sentence","segment4","condition","seg3","seg4","seg5","seg6","seg7","seg8","seg9","seg10","seg11","seg12"
"237",237,7,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether all had seen the movie yet.Seth said that some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" some of them """,""" all """,7.38150189450671,7.24351297466548,6.80572255341699,6.7202201551353,6.64248680136726,6.77992190747225,6.50876913697168,6.98193467715639,6.87419849545329,7.06219163228656
"238",238,7,"""Tracy and Mark were trying to choose a restaurant downtown for their rehearsal dinner.Mark asked Tracy whether any were open on the weekends.Tracy said that some of them were.She addedthatthe restwould beclosedat that time.""",""" some of them """,""" any """,6.75110146893676,6.35437004079735,6.24804287450843,6.35437004079735,6.25190388316589,6.3261494731551,6.24804287450843,6.29710931993394,6.2803958389602,NA
"239",239,7,"""Paul and Deb were trying to decide which gym to go to.Paul asked Deb whether any had discounts for college students.Deb said that only some of them did.She addedthatthe restwould beatfull price.""",""" only some of them """,""" any """,6.80461452006262,6.18414889093748,6.30991827822652,6.21860011969173,6.35610766069589,6.10255859461357,6.29710931993394,6.23832462503951,6.65286302935335,NA
"240",240,7,"""Molly was looking at apartments.She asked the agent Sally whether any would be available next month.Sally said that  only some of them would.She addedthatthe restwould beavailablein August.""",""" only some of them """,""" any """,6.53233429222235,6.35262939631957,6.43294009273918,6.39692965521615,6.17378610390194,5.9427993751267,6.31173480915291,6.3818160174061,6.29341927884648,NA
"241",241,7,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether all were very competitive in admissions.Ed said that only some of them were.He addedthatthe restwould beeasyto get into.""",""" only some of them """,""" all """,6.46146817635372,6.20657592672493,6.54534966033442,6.64248680136726,6.26720054854136,6.31173480915291,6.44888939414686,6.49677499018586,6.74051935960622,NA
"242",242,7,"""Max and Aaron were getting ready to host prospective students.Max asked Aaron whether any needed rides from the airport.Aaron said that only some of them did.He addedthatthe restwould bedrivingthemselves.""",""" only some of them """,""" any """,6.71174039505618,6.49677499018586,6.42162226780652,6.31354804627709,6.11809719804135,6.26720054854136,6.33859407820318,6.26720054854136,6.47389069635227,NA
"243",243,7,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether all had high levels of sugar.Carrie said that only some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" only some of them """,""" all """,6.58892647753352,6.60934924316738,6.06842558824411,6.35437004079735,6.18826412308259,6.44888939414686,6.36475075685191,6.18826412308259,6.39526159811545,6.77764659363512
"244",244,7,"""Andrea was looking at computers in the store.She asked the clerk Tom whether any came with webcams built in.Tom said that some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" some of them """,""" any """,6.9985096422506,6.63068338564237,6.60934924316738,6.35437004079735,6.3919171133926,6.22257626807137,6.73459165997295,6.33682573114644,NA,NA
"245",245,7,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether any would be going out of town.Dr. Johnson said that some of them would.He addedthatthe restwould bearoundall summer.""",""" some of them """,""" any """,7.13568734702814,6.90775527898214,6.80572255341699,6.84054652928869,6.64248680136726,6.69826805411541,6.5424719605068,6.39526159811545,6.75110146893676,NA
"246",246,7,"""Susie heard Matthew&quotechars friends at the door.She asked him whether all were going to the movie with him.Matthew said that only some of them were.He addedthatthe restwould betoobusy.""",""" only some of them """,""" all """,6.71417052990947,6.63068338564237,6.28226674689601,6.39526159811545,6.36990098282823,6.49526555593701,6.36647044773144,6.39526159811545,6.4085287910595,NA
"247",247,7,"""David and Brandon were looking at upcoming video games in the magazine.David asked Brandon whether all would have a multiplayer mode.Brandon said that only some of them would.He addedthatthe restwould besingle playeronly.""",""" only some of them """,""" all """,6.75343791859778,6.70073110954781,6.26530121273771,6.30991827822652,6.18620862390049,6.49677499018586,6.45990445437753,6.68085467879022,6.72383244082121,NA
"248",248,7,"""Brian had hired several new people to work at his restaurant.The chef asked him whether all would work in the kitchen.Brian said that some of them would.He addedthatthe restwould beserversin the dining room.""",""" some of them """,""" all """,6.85856503479136,6.72262979485545,6.92067150424868,6.44730586254121,6.3750248198281,6.45833828334479,6.34035930372775,6.3818160174061,6.67329796776765,NA
"249",249,7,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether any were already at the table.Sarah said that only some of them were.She addedthatthe restwould betherein five minutes.""",""" only some of them """,""" any """,6.62140565176413,6.41836493593621,6.49526555593701,6.32435896238131,6.3818160174061,6.42162226780652,6.43294009273918,6.42162226780652,6.76041469108343,NA
"250",250,7,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether any could go outside for recess.Mrs. Brady said that only some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" only some of them """,""" any """,6.75343791859778,6.53958595561767,6.81563999007433,6.43454651878745,6.49677499018586,6.43615036836943,6.53087762772588,6.72383244082121,6.7428806357919,6.4831073514572
"251",251,7,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether any would grow into large dogs.Stephen said that only some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" only some of them """,""" any """,6.5410299991899,6.39359075395063,6.35610766069589,6.23048144757848,6.21860011969173,6.19031540585315,6.30078579466324,6.29894924685594,6.28226674689601,NA
"252",252,7,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether any were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" any """,6.71417052990947,6.35262939631957,6.21660610108486,6.21660610108486,6.20455776256869,6.18620862390049,6.15485809401642,6.1527326947041,6.25575004175337,NA
"253",253,7,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether any would play classic rock hits.John said that some of them would.He addedthatthe restwould beonlycountry music.""",""" some of them """,""" any """,6.69208374250663,6.5206211275587,6.35437004079735,6.34035930372775,6.15485809401642,6.20455776256869,6.2363695902037,6.21860011969173,6.20455776256869,NA
"254",254,7,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether all would grow well in shade.Marilyn said that some of them would.She addedthatthe restwould bebetter offin full sun.""",""" some of them """,""" all """,6.77878489768518,6.42162226780652,6.25190388316589,6.10031895202006,6.06842558824411,6.08449941307517,5.92958914338989,5.89164421182577,6.00635315960173,NA
"255",255,7,"""Jason and Perry were ordering computers for the new lab.Perry asked Jason whether any would have an Internet connection.Jason said that some of them would.He addedthatthe restwould befor offline workonly.""",""" some of them """,""" any """,6.74170069465205,6.17170059741091,6.15485809401642,6.48463523563525,5.90263333340137,5.90808293816893,5.56452040732269,6.49223983502047,6.45990445437753,NA
"256",256,7,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether all could be made gluten free.Mike said that some of them could.He addedthatthe restwould behard to dothat way.""",""" some of them """,""" all """,6.72383244082121,6.13772705408623,6.32435896238131,6.43454651878745,5.94542060860658,5.52942908751142,5.90263333340137,6.20253551718792,6.4085287910595,NA
"257",257,7,"""Darren knew his relatives would come for his birthday.Darren asked his mother, Sally, whether any would be giving him clothes.Sally said that only some of them would.She addedthatthe restwould besending himelectronics.""",""" only some of them """,""" any """,6.76041469108343,6.32076829425058,6.15697898558556,6.18826412308259,6.23441072571837,6.17170059741091,6.23244801655052,6.15485809401642,6.20455776256869,NA
"258",258,7,"""Quinn and Chase were thinking about going to one of the season&quotechars ball games.Quinn asked Chase whether all were scheduled for the afternoon.Chase said that some of them were.He addedthatthe restwould beplayedat night.""",""" some of them """,""" all """,6.89060912014717,6.70196036600254,6.20455776256869,6.49526555593701,6.00881318544259,5.99146454710798,6.12249280951439,6.19644412779452,6.44730586254121,NA
"259",259,7,"""Eric was preparing to travel in Italy with his classmates.Eric&quotechars mom asked him whether any had been to Europe before.Eric said that only some of them had.He addedthatthe restwould benervous abouttraveling abroad.""",""" only some of them """,""" any """,6.75110146893676,6.4723462945009,6.22257626807137,6.38856140554563,6.22059017009974,6.17378610390194,6.18620862390049,6.26909628370626,6.78671695060508,NA
"260",260,7,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if all had gotten their shots yet.Kim said that only some of them had.She addedthatthe restwould begetting themlater.""",""" only some of them """,""" all """,6.63068338564237,6.18826412308259,6.29894924685594,6.24804287450843,6.12029741895095,6.23244801655052,6.23441072571837,6.26720054854136,6.29710931993394,NA
"261",261,7,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether all would run a front-page story.Sally said that only some of them would.She addedthatthe restwould berunningother stories.""",""" only some of them """,""" all """,6.84054652928869,6.64509096950564,6.95177216439891,6.42324696353352,6.52356230614951,6.32076829425058,6.56526497003536,6.65286302935335,7.23345541862144,NA
"262",262,7,"""The clothing store just received a shipment of jeans.Jared asked Erica whether all should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" all """,6.99117688712121,6.17170059741091,6.18826412308259,6.25382881157547,5.99146454710798,6.11368217983223,6.12029741895095,6.1527326947041,6.23441072571837,6.54534966033442
"263",263,7,"""Mrs. Landman was looking at laptops for her grandson.She asked the employee Larry whether any were easy to carry around.Larry said that only some of them were.He addedthatthe restwould bepretty heavyto carryto classes.""",""" only some of them """,""" any """,6.65286302935335,6.36818718635049,6.19031540585315,6.13556489108174,6.02344759296103,6.12029741895095,6.18826412308259,6.22257626807137,6.38350663488401,6.59987049921284
"264",264,7,"""Lana was watching episodes of her favorite sitcom on her day off.Ashley asked her whether all lasted less than an hour..Lana said that some of them did.She addedthatthe restwould betoo rushedthat way.""",""" some of them """,""" all """,6.50727771238501,6.25190388316589,6.1527326947041,6.22059017009974,5.78996017089725,5.73979291217923,6.3261494731551,5.99146454710798,6.3919171133926,NA
"265",265,7,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that only some of them were.He addedthatthe restwould bestayingin a hotel.""",""" only some of them """,""" any """,6.5424719605068,6.13339804299665,6.17378610390194,6.13339804299665,5.82008293035236,6.0282785202307,6.35088571671474,6.36990098282823,6.4831073514572,NA
"266",266,7,"""Donna and Martha were discussing the rooms of the new house.Donna asked Martha whether any would need to be wallpapered.Martha said that some of them would.She addedthatthe restwould bepaintedinstead.""",""" some of them """,""" any """,6.68210859744981,6.2363695902037,6.04737217904628,6.4085287910595,6.0282785202307,6.10031895202006,6.06610809010375,6.26530121273771,6.39692965521615,NA
"267",267,7,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether any would go well with fish.Michelle said that some of them would.She addedthatthe restwould betoo sweetfor that.""",""" some of them """,""" any """,6.66185474054531,6.18826412308259,6.13122648948314,6.39359075395063,5.92692602597041,6.19031540585315,6.20455776256869,6.36647044773144,6.40357419793482,NA
"268",268,7,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether all needed to get a tune-up.Brian said that some of them did.He addedthatthe restwould befineforanother few months.""",""" some of them """,""" all """,6.64248680136726,6.17170059741091,5.92692602597041,6.18208490671663,5.8664680569333,5.76519110278484,6.35610766069589,6.28226674689601,6.3261494731551,6.94697599213542
"269",269,7,"""The students had prepared for the final presentation.Allie asked Margaret whether all were supposed to present today.Margaret said that only some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" only some of them """,""" all """,6.79794041297493,6.36990098282823,6.28226674689601,6.11809719804135,6.03068526026126,6.18414889093748,6.12249280951439,6.24997524225948,6.41999492814714,NA
"270",270,7,"""Bill took out the fancy candles from the drawer.He asked Claire whether all should be lit for dinner.Claire said that only some of them should.She addedthatthe restwould beneededlater.""",""" only some of them """,""" all """,6.56526497003536,5.96870755998537,6.39526159811545,6.15060276844628,6.4707995037826,6.3818160174061,6.21660610108486,6.10255859461357,6.36990098282823,NA
"271",271,7,"""In the store, Sally was unpacking the new shipment of shoes.She asked Tiffany whether all should be marked on sale.Tiffany said that some of them should.She addedthatthe restwould beatfull price.""",""" some of them """,""" all """,6.5206211275587,6.1527326947041,6.17170059741091,6.24027584517077,6.00635315960173,6.19031540585315,6.08221891037645,6.35088571671474,6.32793678372919,NA
"272",272,7,"""The soccer players were all training very hard.Eric asked Jack whether any would go to the tournament.Jack said that some of them would.He addedthatthe restwould bestayingin town.""",""" some of them """,""" any """,7.38212436573751,6.58892647753352,6.22059017009974,6.33859407820318,6.06610809010375,6.36818718635049,6.29710931993394,6.41999492814714,6.4723462945009,NA
"273",273,7,"""Abby was taking her mom to meet her roommates.Her mom asked Abby whether all would be home right now.Abby said that some of them would.She addedthatthe restwould beat workor in class.""",""" some of them """,""" all """,6.45047042214418,6.05208916892442,6.39692965521615,6.15485809401642,6.12029741895095,6.3818160174061,6.35437004079735,6.32435896238131,6.45990445437753,NA
"274",274,7,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether any would fit in his car.Andy said that some of them would.He addedthatthe restwould betoo bigfor his car.""",""" some of them """,""" any """,6.57786135772105,6.11589212548303,6.06378520868761,6.06378520868761,5.96870755998537,6.06610809010375,6.04500531403601,6.22059017009974,6.56385552653213,NA
"275",275,7,"""Arthur had set up tables for the garage sale..Sarah asked him whether all would display the nice dishes.Arthur said that some of them would.He addedthatthe restwould betoounstable.""",""" some of them """,""" all """,7.13489085156588,6.43454651878745,6.23441072571837,6.32435896238131,6.23441072571837,6.19031540585315,6.18826412308259,6.22059017009974,6.4723462945009,NA
"276",276,7,"""Kurt and Brooke were thinking of selling their movies at a yard sale.Brooke asked Kurt whether all were all right to sell.Kurt said that some of them were.He addedthatthe restwould beinappropriatefor kids.""",""" some of them """,""" all """,6.68461172766793,6.02344759296103,5.98896141688986,6.36647044773144,6.06610809010375,6.10255859461357,6.12029741895095,6.08449941307517,6.45676965557216,NA
"277",277,7,"""Dr. Jones was scheduling end-of-semester meetings.The secretary asked him whether all would be in the afternoon.Dr. Jones said that some of them would.He addedthatthe restwould beearlyin the morning.""",""" some of them """,""" all """,6.55677835615804,6.08449941307517,6.06378520868761,6.44413125670044,6.06610809010375,6.02586597382531,6.12249280951439,6.10031895202006,6.39359075395063,NA
"278",278,7,"""Carrie and Tim were comparing venues for their upcoming wedding.Carrie asked Tim whether all would accommodate so many guests.Tim said that some of them would.He addedthatthe restwould becrowdedwiththat many people.""",""" some of them """,""" all """,6.41017488196617,6.14203740558736,6.13122648948314,6.49978704065585,6.04500531403601,6.04500531403601,5.96614673912369,6.03068526026126,6.33682573114644,6.58892647753352
"279",279,7,"""The rock band was choosing cities to visit on their next tour.They asked their manager Mary whether any would have good venues available.Mary said that only some of them would.She added thatthe restwould bebookedduring the tour.""",""" only some of them """,""" any """,6.68461172766793,6.18620862390049,6.04500531403601,6.18826412308259,6.00388706710654,5.97380961186926,6.02586597382531,6.08677472691231,6.43133108193348,NA
"280",280,7,"""Jim and Breanna were thinking of inviting their classmates to the movie theater.Jim asked Breanna whether any were interested in artsy movies.Breanna said that only some of them were.She addedthatthe restwould  beboredat those movies.""",""" only some of them """,""" any """,6.94601399109923,5.92425579741453,6.52941883826223,6.10255859461357,5.97126183979046,6.06842558824411,6.35262939631957,6.38687931936265,6.67834211465433,NA
"281",281,7,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether any had to take the test.Mr. Robbins said that some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" some of them """,""" any """,6.98378996525813,6.11589212548303,6.24997524225948,6.43615036836943,6.08449941307517,6.02586597382531,6.12029741895095,6.11589212548303,6.16751649088834,6.60800062529609
"282",282,7,"""The zookeeper was going to do a routine check-up on the lions.He asked Robbie whether all had been fed that morning.Robbie said that only some of them had.He addedthatthe restwould befedin the afternoon.""",""" only some of them """,""" all """,6.70441435496411,6.17170059741091,6.36647044773144,6.13772705408623,6.02586597382531,6.04737217904628,6.08221891037645,6.43615036836943,6.61873898351722,NA
"283",283,8,"""Molly was looking at apartments.She asked the agent Sally whether any would be available next month.Sally said that  only some of them would.She addedthatthe restwould beavailablein August.""",""" only some of them """,""" any """,7.19067603433221,6.92657703322272,NA,6.90675477864855,NA,6.73696695800186,6.70441435496411,6.63331843328038,6.77422388635761,NA
"284",284,8,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether any needed to get a tune-up.Brian said that only some of them did.He addedthatthe restwould befineforanother few months.""",""" only some of them """,""" any """,6.96790920180188,6.81014245011514,6.70808408385307,6.79794041297493,6.75693238924755,6.67329796776765,6.74405918631135,6.77308037565554,6.61873898351722,6.77536609093639
"285",285,8,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether any would go well with fish.Michelle said that only some of them would.She addedthatthe restwould betoo sweetfor that.""",""" only some of them """,""" any """,7.02286808608264,6.78332520060396,6.76849321164863,6.75693238924755,6.62936325343745,6.54821910276237,6.64898455002478,6.79570577517351,6.60123011872888,NA
"286",286,8,"""The clothing store just received a shipment of jeans.Jared asked Erica whether all should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" all """,6.86484777797086,6.58340922215876,6.64509096950564,6.72743172485086,6.65801104587075,6.69579891705849,6.60123011872888,6.61472560020376,6.59987049921284,6.69579891705849
"287",287,8,"""Susie heard Matthew&quotechars friends at the door.She asked him whether any were going to the movie with him.Matthew said that only some of them were.He addedthatthe restwould betoobusy.""",""" only some of them """,""" any """,6.91373735065968,6.70073110954781,6.59304453414244,6.68710860786651,6.54391184556479,6.63463335786169,6.63463335786169,6.65801104587075,6.8001700683022,NA
"288",288,8,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether all would grow into large dogs.Stephen said that some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" some of them """,""" all """,6.73101810048208,6.60934924316738,6.50876913697168,6.56244409369372,6.59304453414244,6.43133108193348,6.45362499889269,6.55250788703459,6.7696419768525,NA
"289",289,8,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether any could go outside for recess.Mrs. Brady said that only some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" only some of them """,""" any """,6.87005341179813,6.69332366826995,6.62804137617953,6.68959926917897,6.55677835615804,6.63987583382654,6.54534966033442,6.81234509417748,6.82110747225646,NA
"290",290,8,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether any were already at the table.Sarah said that only some of them were.She addedthatthe restwould betherein five minutes.""",""" only some of them """,""" any """,6.94408720822953,6.67582322163485,6.61740297797448,6.82762923450285,6.59304453414244,6.57646956904822,6.60123011872888,6.70563909486,6.76272950693188,NA
"291",291,8,"""Darren knew his relatives would come for his birthday.Darren asked his mother, Sally, whether any would be giving him clothes.Sally said that some of them would.She addedthatthe restwould besending himelectronics.""",""" some of them """,""" any """,6.93731408122368,6.74051935960622,6.62539236800796,6.7696419768525,6.60665018619822,6.52649485957079,6.48463523563525,6.70686233660275,6.87935580446044,NA
"292",292,8,"""Jenna and Alex were making cupcakes.Jenna asked Alex whether any were ready to be frosted.Alex said that only some of them were.He addedthatthe restwould bereadysoon.""",""" only some of them """,""" any """,6.8351845861473,6.64768837356333,6.72262979485545,6.60394382460047,6.51767127291227,6.53087762772588,6.50727771238501,6.62140565176413,6.5510803350434,NA
"293",293,8,"""Andrea was looking at computers in the store.She asked the clerk Tom whether all came with webcams built in.Tom said that some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" some of them """,""" all """,6.7945865808765,6.66568371778241,6.59030104819669,6.66695679242921,6.48616078894409,6.54678541076052,6.55819780281227,6.72982407048948,7.0647590277918,NA
"294",294,8,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether all would run a front-page story.Sally said that some of them would.She addedthatthe restwould berunningother stories.""",""" some of them """,""" all """,6.84694313958538,6.59030104819669,6.54678541076052,6.72743172485086,6.50428817353665,6.37842618365159,6.59850902861452,6.7719355558396,6.81783057145415,NA
"295",295,8,"""The students had prepared for the final presentation.Allie asked Margaret whether all were supposed to present today.Margaret said that only some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" only some of them """,""" all """,6.75343791859778,6.67834211465433,6.58063913728495,6.61873898351722,6.58617165485467,6.58340922215876,6.60258789218934,6.60665018619822,6.76619171466035,NA
"296",296,8,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that only some of them were.He addedthatthe restwould bestayingin a hotel.""",""" only some of them """,""" any """,6.70318811324086,6.33150184989369,6.33327962813969,6.36475075685191,6.48463523563525,6.38687931936265,6.38687931936265,6.4281052726846,6.5366915975913,NA
"297",297,8,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether any were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" any """,6.55535689181067,6.52356230614951,6.57507584059962,6.5424719605068,6.79346613258001,6.45990445437753,6.48768401848461,6.54965074223381,6.52356230614951,NA
"298",298,8,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether any would play classic rock hits.John said that some of them would.He addedthatthe restwould beonlycountry music.""",""" some of them """,""" any """,6.82110747225646,6.61338421837956,6.62273632394984,6.67456139181443,6.4377516497364,6.40522845803084,6.5424719605068,6.65286302935335,6.78332520060396,NA
"299",299,8,"""David and Brandon were looking at upcoming video games in the magazine.David asked Brandon whether all would have a multiplayer mode.Brandon said that some of them would.He addedthatthe restwould besingle playeronly.""",""" some of them """,""" all """,6.69703424766648,6.5191472879404,6.54391184556479,6.52649485957079,6.31354804627709,6.62273632394984,6.63594655568665,6.97634807044775,6.73578001424233,NA
"300",300,8,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether all had high levels of sugar.Carrie said that only some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" only some of them """,""" all """,6.5694814204143,6.63856778916652,6.53958595561767,6.52941883826223,6.50876913697168,6.57228254269401,6.55535689181067,6.63594655568665,6.65929391968364,6.72623340235875
"301",301,8,"""Dr. Jones was scheduling end-of-semester meetings.The secretary asked him whether any would be in the afternoon.Dr. Jones said that only some of them would.He addedthatthe restwould beearlyin the morning.""",""" only some of them """,""" any """,6.73696695800186,6.8134445995109,6.61873898351722,6.60665018619822,6.27287700654617,6.69950034016168,6.51174532964473,6.56244409369372,6.77650699237218,NA
"302",302,8,"""Mrs. Landman was looking at laptops for her grandson.She asked the employee Larry whether all were easy to carry around.Larry said that only some of them were.He addedthatthe restwould bepretty heavyto carryto classes.""",""" only some of them """,""" all """,6.72503364216684,6.68461172766793,6.70686233660275,6.64639051484773,6.3491389913798,6.58617165485467,6.58063913728495,6.8001700683022,6.65801104587075,7.04490511712937
"303",303,8,"""Donna and Martha were discussing the rooms of the new house.Donna asked Martha whether any would need to be wallpapered.Martha said that some of them would.She addedthatthe restwould bepaintedinstead.""",""" some of them """,""" any """,6.66568371778241,6.48157712927643,6.55535689181067,6.47850964220857,6.48157712927643,6.57088296233958,6.62140565176413,6.62804137617953,6.70441435496411,NA
"304",304,8,"""The zookeeper was going to do a routine check-up on the lions.He asked Robbie whether all had been fed that morning.Robbie said that only some of them had.He addedthatthe restwould befedin the afternoon.""",""" only some of them """,""" all """,6.74523634948436,6.70808408385307,6.58892647753352,6.55535689181067,6.39859493453521,6.76272950693188,6.65929391968364,6.63856778916652,6.75227037614174,NA
"305",305,8,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether any would grow well in shade.Marilyn said that some of them would.She addedthatthe restwould bebetter offin full sun.""",""" some of them """,""" any """,6.66185474054531,6.50578406012823,6.25958146406492,6.24610676548156,6.28599809450886,6.15060276844628,5.99146454710798,5.98896141688986,6.10924758276437,NA
"306",306,8,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether any had seen the movie yet.Seth said that only some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" only some of them """,""" any """,6.7428806357919,6.4377516497364,6.46146817635372,6.45362499889269,6.33505425149806,6.47697236288968,6.62140565176413,6.62936325343745,6.74875954749168,6.8627579130514
"307",307,8,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether all would be going out of town.Dr. Johnson said that only some of them would.He addedthatthe restwould bearoundall summer.""",""" only some of them """,""" all """,6.76041469108343,6.73696695800186,6.5191472879404,6.55250788703459,6.4393503711001,6.36818718635049,6.44094654063292,6.55961523749324,6.69703424766648,NA
"308",308,8,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether any had to take the test.Mr. Robbins said that only some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" only some of them """,""" any """,6.80682936039218,6.62140565176413,6.48920493132532,6.47543271670409,6.49677499018586,6.66440902035041,6.52502965784346,6.74523634948436,6.63463335786169,6.92264389147589
"309",309,8,"""Abby was taking her mom to meet her roommates.Her mom asked Abby whether all would be home right now.Abby said that some of them would.She addedthatthe restwould beat workor in class.""",""" some of them """,""" all """,6.61338421837956,6.43454651878745,6.33682573114644,6.46146817635372,6.30991827822652,6.3750248198281,6.42648845745769,6.56103066589657,6.68586094706836,NA
"310",310,8,"""Quinn and Chase were thinking about going to one of the season&quotechars ball games.Quinn asked Chase whether any were scheduled for the afternoon.Chase said that only some of them were.He addedthatthe restwould beplayedat night.""",""" only some of them """,""" any """,6.50428817353665,6.31173480915291,6.33682573114644,6.39859493453521,6.24222326545517,6.4085287910595,6.35957386867238,6.5366915975913,6.81124437860129,NA
"311",311,8,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if any had gotten their shots yet.Kim said that some of them had.She addedthatthe restwould begetting themlater.""",""" some of them """,""" any """,6.63987583382654,6.4723462945009,6.44730586254121,6.30627528694802,6.31716468674728,6.33150184989369,6.3750248198281,6.53958595561767,6.73578001424233,NA
"312",312,8,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether any would fit in his car.Andy said that some of them would.He addedthatthe restwould betoo bigfor his car.""",""" some of them """,""" any """,6.71174039505618,6.39024066706535,6.2803958389602,6.21260609575152,6.1779441140506,6.16331480403464,6.13556489108174,6.03068526026126,6.60394382460047,NA
"313",313,8,"""Jason and Perry were ordering computers for the new lab.Perry asked Jason whether all would have an Internet connection.Jason said that only some of them would.He addedthatthe restwould befor offline workonly.""",""" only some of them """,""" all """,6.48004456192665,6.08221891037645,5.99396142730657,6.12029741895095,6.46146817635372,6.50578406012823,6.35262939631957,6.74641212857337,6.60258789218934,NA
"314",314,8,"""Tracy and Mark were trying to choose a restaurant downtown for their rehearsal dinner.Mark asked Tracy whether all were open on the weekends.Tracy said that only some of them were.She addedthatthe restwould beclosedat that time.""",""" only some of them """,""" all """,6.52795791762255,6.27287700654617,6.38519439899773,6.26530121273771,6.15909538849193,6.17378610390194,6.31716468674728,6.60934924316738,7.09672137849476,NA
"315",315,8,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether all were very competitive in admissions.Ed said that only some of them were.He addedthatthe restwould beeasyto get into.""",""" only some of them """,""" all """,6.64248680136726,6.25382881157547,6.20050917404269,6.24804287450843,6.11146733950268,6.06378520868761,6.30078579466324,6.23244801655052,6.27852142416584,NA
"316",316,8,"""Carrie and Tim were comparing venues for their upcoming wedding.Carrie asked Tim whether all would accommodate so many guests.Tim said that only some of them would.He addedthatthe restwould becrowdedwiththat many people.""",""" only some of them """,""" all """,6.54534966033442,6.33682573114644,6.29526600143965,6.2363695902037,6.2709884318583,6.361302477573,6.37161184723186,6.47697236288968,6.4150969591716,6.43133108193348
"317",317,8,"""Max and Aaron were getting ready to host prospective students.Max asked Aaron whether any needed rides from the airport.Aaron said that only some of them did.He addedthatthe restwould bedrivingthemselves.""",""" only some of them """,""" any """,6.57646956904822,6.18826412308259,6.18414889093748,6.25575004175337,6.17378610390194,6.14846829591765,6.20253551718792,6.2803958389602,6.43294009273918,NA
